Overall Position,Gender Position,Category Position,Category,Race No,Country ,Official Time,Net Time,10km Time,Half Way Time,30km Time
275,261,275,MR1,A5781,China,3:51:03,3:49:19,0:55:06,1:53:27,2:41:08
276,262,276,MR1,A8469,Canada,3:51:06,3:49:24,0:58:31,1:55:41,2:43:14
277,263,277,MR1,A6331,Japan,3:51:06,3:51:00,0:46:29,1:39:31,2:27:02
278,15,278,MR1,A6265,Hong Kong SAR,3:51:10,3:51:10,0:54:26,1:55:28,2:43:50
279,264,279,MR1,A6594,Australia,3:51:13,3:48:45,0:56:04,1:55:56,2:43:38
280,265,280,MR1,A4481,Hong Kong SAR,3:51:22,3:49:52,0:51:35,1:48:55,2:37:03
281,266,281,MR1,A6659,Hong Kong SAR,3:51:24,3:50:09,0:55:26,1:55:33,2:43:26
282,267,282,MR1,A0249,Hong Kong SAR,3:51:24,3:50:10,0:57:25,1:55:50,2:42:58
283,16,283,MR1,A3052,Hong Kong SAR,3:51:24,3:50:09,0:56:07,1:56:02,2:43:39
284,268,284,MR1,A5438,Hong Kong SAR,3:51:26,3:48:31,0:56:19,1:53:17,2:39:47
285,269,285,MR1,A3154,Hong Kong SAR,3:51:28,3:51:19,0:48:03,1:43:15,2:30:40
286,270,286,MR1,A5321,Hong Kong SAR,3:51:32,3:50:52,0:52:18,1:47:45,2:34:40
287,271,287,MR1,A4133,China,3:51:34,3:51:22,0:52:43,1:53:01,2:41:47
288,272,288,MR1,A0388,China,3:51:50,3:50:29,0:57:27,1:57:06,2:43:54
289,273,289,MR1,A3297,Hong Kong SAR,3:51:54,3:50:21,0:53:54,1:48:07,2:34:31
290,274,290,MR1,A4687,Hong Kong SAR,3:52:02,3:51:18,0:53:53,1:53:00,2:40:46
291,275,291,MR1,A4451,Hong Kong SAR,3:52:02,3:50:40,0:53:54,1:51:36,2:39:34
292,276,292,MR1,A2528,Hong Kong SAR,3:52:04,3:51:24,0:55:30,1:54:47,2:41:27
293,277,293,MR1,A5540,Hong Kong SAR,3:52:09,3:52:03,0:48:58,1:45:08,2:34:10
294,278,294,MR1,A8077,China,3:52:10,3:48:56,0:58:00,1:55:36,2:42:44
295,279,295,MR1,A6422,China,3:52:11,3:49:42,0:59:08,1:54:20,2:39:41
296,280,296,MR1,A0847,Macao SAR,3:52:15,3:50:54,0:56:59,1:54:20,2:41:20
297,281,297,MR1,A9173,China,3:52:18,3:49:47,0:57:11,1:54:23,2:40:05
298,282,298,MR1,A7493,China,3:52:18,3:49:57,0:52:36,1:46:38,2:33:24
299,283,299,MR1,A0338,Hong Kong SAR,3:52:20,3:52:18,0:50:56,1:48:41,2:36:20
300,284,300,MR1,A6821,Singapore,3:52:29,3:52:26,0:53:47,1:53:37,2:41:00
301,285,301,MR1,A5903,China,3:52:30,3:51:20,0:57:12,1:57:46,2:45:33
302,286,302,MR1,A3121,China,3:52:31,3:50:28,0:50:08,1:44:48,2:33:39
303,287,303,MR1,A8095,Hong Kong SAR,3:52:31,3:51:31,0:55:16,1:58:15,2:46:44
304,288,304,MR1,A5333,Hong Kong SAR,3:52:33,3:50:24,0:56:48,1:53:28,2:40:51
305,289,305,MR1,A6209,Hong Kong SAR,3:52:36,3:51:08,0:55:24,1:54:11,2:42:46
306,290,306,MR1,A0383,Hong Kong SAR,3:52:38,3:52:08,0:52:34,1:48:45,2:34:11
307,291,307,MR1,A5399,Hong Kong SAR,3:52:39,3:52:34,0:54:02,1:53:46,2:42:53
308,292,308,MR1,A5290,Macao SAR,3:52:42,3:52:04,0:51:24,1:46:13,2:33:51
309,293,309,MR1,A2737,Hong Kong SAR,3:52:43,3:52:43,0:50:59,1:51:48,2:42:31
310,294,310,MR1,A2992,Hong Kong SAR,3:52:54,3:50:59,0:57:26,1:55:50,2:43:47
311,295,311,MR1,A8417,Hong Kong SAR,3:52:58,3:52:27,0:54:59,1:54:07,2:41:00
312,296,312,MR1,A5403,Hong Kong SAR,3:53:16,3:52:58,0:52:13,1:50:47,2:39:07
313,17,313,MR1,A0523,Hong Kong SAR,3:53:22,3:52:37,0:50:27,1:45:49,2:31:41
314,297,314,MR1,A7242,China,3:53:22,3:53:08,0:50:51,1:48:32,2:37:34
315,18,315,MR1,A5778,Hong Kong SAR,3:53:23,3:52:34,0:53:07,1:51:34,2:39:54
316,298,316,MR1,A6547,Hong Kong SAR,3:53:23,3:52:34,0:53:08,1:51:33,2:39:54
317,299,317,MR1,A6527,Malaysia,3:53:26,3:49:04,1:00:49,1:58:08,2:45:47
318,300,318,MR1,A0155,France,3:53:29,3:53:10,0:53:01,1:52:32,2:41:37
319,301,319,MR1,A4392,Hong Kong SAR,3:53:31,3:53:25,0:49:59,1:46:23,2:34:06
320,302,320,MR1,A2518,Hong Kong SAR,3:53:31,3:52:47,0:56:45,1:57:01,2:45:10
321,303,321,MR1,A7020,China,3:53:32,3:53:25,0:51:28,1:51:07,2:40:59
322,304,322,MR1,A2489,Hong Kong SAR,3:53:33,3:49:09,1:00:31,1:59:02,2:46:29
323,305,323,MR1,A0412,Hong Kong SAR,3:53:35,3:51:11,0:56:48,1:54:00,2:40:15
324,306,324,MR1,A1159,Hong Kong SAR,3:53:35,3:50:28,1:00:26,1:59:52,2:46:20
325,19,325,MR1,A2893,Hong Kong SAR,3:53:47,3:53:08,0:56:02,1:56:03,2:43:45
326,307,326,MR1,A0542,Canada,3:53:48,3:49:48,1:03:36,2:01:17,2:46:33
327,308,327,MR1,A6111,China,3:53:49,3:52:44,0:58:25,1:56:20,2:43:59
328,309,328,MR1,A4615,China,3:53:51,3:49:45,1:00:00,1:57:20,2:43:36
329,310,329,MR1,A7976,Hong Kong SAR,3:53:52,3:52:03,0:55:48,1:53:05,2:39:28
330,311,330,MR1,A7535,Hong Kong SAR,3:53:52,3:53:50,0:54:37,1:53:32,2:40:20
331,312,331,MR1,A4057,Hong Kong SAR,3:53:53,3:53:43,0:53:12,1:51:02,2:39:37
332,313,332,MR1,A8092,China,3:53:55,3:53:03,0:57:08,1:56:57,2:45:13
333,314,333,MR1,A1645,Hong Kong SAR,3:53:56,3:53:43,0:55:47,1:54:58,2:42:14
334,315,334,MR1,A0989,Malaysia,3:53:57,3:52:59,0:55:34,1:54:56,2:42:15
335,316,335,MR1,A2506,Hong Kong SAR,3:54:03,3:53:43,0:47:51,1:43:11,2:33:10
336,317,336,MR1,A2069,China,3:54:05,3:53:18,0:52:30,1:50:48,2:38:46
337,318,337,MR1,A6806,Taiwan,3:54:06,3:52:04,0:58:24,1:57:56,2:45:04
338,319,338,MR1,A8951,China,3:54:10,3:52:40,0:55:31,1:53:07,2:41:05
339,320,339,MR1,A7075,Hong Kong SAR,3:54:12,3:49:25,1:00:23,1:57:36,2:44:29
340,20,340,MR1,A3255,Hong Kong SAR,3:54:20,3:50:42,1:03:14,2:01:17,2:47:38
341,321,341,MR1,A1929,Hong Kong SAR,3:54:20,3:47:58,1:02:54,2:00:53,2:46:34
342,322,342,MR1,A0502,China,3:54:21,3:51:27,0:58:56,1:58:06,2:46:13
343,323,343,MR1,A0190,Japan,3:54:22,3:53:48,0:54:53,1:53:50,2:39:57
344,324,344,MR1,A0451,China,3:54:24,3:52:47,0:55:32,1:54:12,2:41:17
345,325,345,MR1,A2457,Hong Kong SAR,3:54:24,3:53:21,0:59:25,1:58:50,2:46:13
346,326,346,MR1,A3396,Hong Kong SAR,3:54:25,3:53:36,0:56:11,1:55:39,2:44:02
347,327,347,MR1,A6686,Hong Kong SAR,3:54:25,3:50:13,1:05:20,2:05:27,2:51:40
348,328,348,MR1,A5605,Hong Kong SAR,3:54:30,3:50:19,1:04:48,2:02:24,2:48:12
349,329,349,MR1,A2439,Hong Kong SAR,3:54:34,3:47:51,1:10:15,2:05:42,2:49:02
350,330,350,MR1,A0198,China,3:54:36,3:54:21,0:53:18,1:53:18,2:42:28
351,331,351,MR1,A2338,Hong Kong SAR,3:54:40,3:53:55,0:54:24,1:54:19,2:42:56
352,332,352,MR1,A6918,China,3:54:57,3:52:43,0:57:06,1:55:28,2:43:10
353,333,353,MR1,A1327,Hong Kong SAR,3:55:01,3:51:53,0:55:09,1:50:07,2:37:22
354,334,354,MR1,A3801,Hong Kong SAR,3:55:02,3:54:47,0:47:59,1:44:37,2:34:59
355,335,355,MR1,A7788,Hong Kong SAR,3:55:07,3:55:02,0:52:12,1:51:29,2:40:17
356,336,356,MR1,A4903,Hong Kong SAR,3:55:09,3:53:14,1:00:34,2:00:06,2:47:27
357,337,357,MR1,A5366,Hong Kong SAR,3:55:10,3:54:47,0:51:27,1:50:33,2:43:15
358,338,358,MR1,A0008,Hong Kong SAR,3:55:12,3:53:41,0:56:55,1:55:37,2:43:05
359,21,359,MR1,A3406,United States,3:55:12,3:52:43,0:57:20,1:58:14,2:46:30
360,339,360,MR1,A1484,China,3:55:14,3:53:25,0:58:53,1:57:24,2:44:41
361,340,361,MR1,A8052,Hong Kong SAR,3:55:19,3:52:46,0:56:04,1:53:37,2:42:10
362,341,362,MR1,A6858,China,3:55:19,3:52:57,0:57:01,1:54:50,2:41:19
363,342,363,MR1,A2080,Hong Kong SAR,3:55:22,3:54:51,0:50:44,1:48:41,2:37:39
364,343,364,MR1,A5018,Hong Kong SAR,3:55:22,3:52:06,0:59:40,1:56:42,2:43:53
365,22,365,MR1,A5387,China,3:55:26,3:51:26,0:55:02,1:48:59,2:34:28
366,344,366,MR1,A6643,Hong Kong SAR,3:55:27,3:53:31,0:56:35,1:55:52,2:43:41
367,345,367,MR1,A0707,China,3:55:29,3:55:27,0:50:56,1:53:31,2:43:00
368,346,368,MR1,A3403,Hong Kong SAR,3:55:30,3:54:05,0:53:46,1:51:45,2:41:00
369,347,369,MR1,A3516,China,3:55:31,3:50:24,0:58:24,1:56:32,2:45:27
370,348,370,MR1,A4741,Hong Kong SAR,3:55:33,3:55:07,0:57:15,1:59:22,2:46:58
371,349,371,MR1,A5479,Hong Kong SAR,3:55:33,3:51:16,1:03:24,2:02:40,2:49:28
372,350,372,MR1,A8183,China,3:55:42,3:53:00,0:57:18,1:52:35,2:39:32
373,351,373,MR1,A1992,Hong Kong SAR,3:55:43,3:53:53,0:55:17,1:53:55,2:42:28
374,352,374,MR1,A8921,China,3:55:48,3:55:20,0:58:11,1:59:38,2:48:00
375,353,375,MR1,A0324,Hong Kong SAR,3:55:51,3:55:51,0:57:30,1:57:54,2:46:26
376,354,376,MR1,A3178,Hong Kong SAR,3:55:53,3:55:14,0:53:38,1:53:11,2:42:10
377,355,377,MR1,A5506,China,3:55:58,3:52:18,0:55:32,1:52:16,2:38:46
378,356,378,MR1,A6168,China,3:56:00,3:55:35,0:54:43,1:54:23,2:42:52
379,357,379,MR1,A6948,Hong Kong SAR,3:56:00,3:55:43,0:53:18,1:53:29,2:43:08
380,358,380,MR1,A5696,Hong Kong SAR,3:56:01,3:55:29,0:56:34,1:55:11,2:43:23
381,359,381,MR1,A5268,Hong Kong SAR,3:56:02,3:54:36,0:56:09,1:55:11,2:42:48
382,360,382,MR1,A7165,Hong Kong SAR,3:56:02,3:54:23,0:56:28,1:55:46,2:45:03
383,361,383,MR1,A5012,China,3:56:03,3:52:41,0:59:35,1:58:32,2:45:11
384,362,384,MR1,A1675,Japan,3:56:09,3:56:05,0:52:52,1:52:37,2:41:47
385,363,385,MR1,A8562,Hong Kong SAR,3:56:15,3:55:24,0:54:53,1:55:08,2:44:19
386,364,386,MR1,A1296,Hong Kong SAR,3:56:17,3:55:38,0:57:54,1:59:02,2:47:21
387,23,387,MR1,A3954,Hong Kong SAR,3:56:18,3:55:40,0:55:38,1:56:45,2:45:52
388,365,388,MR1,A0359,Hong Kong SAR,3:56:25,3:55:38,0:54:26,1:53:36,2:43:08
389,366,389,MR1,A3182,China,3:56:28,3:50:17,1:04:41,2:01:03,2:47:15
390,367,390,MR1,A2972,Hong Kong SAR,3:56:29,3:53:26,0:59:30,1:57:28,2:46:28
391,368,391,MR1,A2001,Hong Kong SAR,3:56:32,3:54:41,0:58:42,1:58:38,2:47:37
392,369,392,MR1,A4682,Hong Kong SAR,3:56:37,3:56:28,0:53:53,1:53:19,2:41:06
393,370,393,MR1,A5719,Hong Kong SAR,3:56:42,3:56:40,0:54:38,1:55:22,2:44:57
394,371,394,MR1,A5530,Hong Kong SAR,3:56:43,3:55:23,0:54:25,1:52:27,2:41:42
395,372,395,MR1,A4135,China,3:56:44,3:54:05,1:02:23,2:01:05,2:48:40
396,373,396,MR1,A5153,China,3:56:47,3:55:04,0:57:18,1:55:51,2:44:20
397,374,397,MR1,A2437,Hong Kong SAR,3:56:49,3:56:47,0:47:03,1:44:52,2:35:20
398,375,398,MR1,A4365,Hong Kong SAR,3:56:52,3:56:32,0:57:12,1:57:59,2:47:02
399,376,399,MR1,A6100,Hong Kong SAR,3:56:52,3:56:29,0:56:13,1:56:46,2:46:00
400,377,400,MR1,A3278,Hong Kong SAR,3:56:56,3:56:49,0:51:34,1:51:13,2:41:00
401,378,401,MR1,A0329,Singapore,3:56:58,3:55:59,0:58:12,1:57:56,2:44:45
402,379,402,MR1,A8621,China,3:57:00,3:55:46,0:56:35,1:57:42,2:46:29
403,380,403,MR1,A8011,China,3:57:02,3:56:34,0:54:43,1:52:23,2:40:24
404,381,404,MR1,A3993,Hong Kong SAR,3:57:04,3:56:41,0:55:56,1:55:56,2:45:13
405,382,405,MR1,A0355,Japan,3:57:05,3:53:09,1:00:52,1:58:08,2:45:00
406,383,406,MR1,A8773,Japan,3:57:11,3:54:02,1:00:08,1:59:05,2:45:51
407,384,407,MR1,A2039,Hong Kong SAR,3:57:12,3:56:28,0:56:04,1:54:59,2:42:48
408,385,408,MR1,A7630,Hong Kong SAR,3:57:14,3:55:31,0:57:36,1:57:06,2:44:58
409,386,409,MR1,A4309,Hong Kong SAR,3:57:14,3:56:00,0:55:34,1:55:28,2:44:30
410,24,410,MR1,A3318,Hong Kong SAR,3:57:15,3:57:01,0:56:01,1:57:20,2:46:33
411,387,411,MR1,A8929,Japan,3:57:16,3:56:53,0:53:51,1:51:47,2:39:42
412,388,412,MR1,A1871,Hong Kong SAR,3:57:19,3:56:55,0:46:51,1:39:18,2:28:01
413,389,413,MR1,A6356,Macao SAR,3:57:21,3:53:35,1:05:28,2:04:03,2:50:10
414,390,414,MR1,A1551,China,3:57:22,3:56:36,0:52:11,1:50:03,2:40:53
415,391,415,MR1,A8118,Hong Kong SAR,3:57:23,3:57:05,0:55:57,1:57:31,2:48:03
416,392,416,MR1,A2494,China,3:57:25,3:52:49,1:02:20,1:59:51,2:47:40
417,25,417,MR1,A1843,Hong Kong SAR,3:57:26,3:56:43,1:02:34,2:02:10,2:48:16
418,393,418,MR1,A6014,Hong Kong SAR,3:57:26,3:54:57,0:59:17,1:57:24,2:45:39
419,394,419,MR1,A7676,Hong Kong SAR,3:57:31,3:53:20,1:01:31,1:59:51,2:47:25
420,395,420,MR1,A3179,Hong Kong SAR,3:57:32,3:53:56,1:00:33,1:58:40,2:45:39
421,396,421,MR1,A8630,China,3:57:32,3:55:36,0:56:17,1:52:29,2:38:34
422,397,422,MR1,A1468,Philippines,3:57:35,3:52:12,0:59:40,1:56:29,2:42:29
423,398,423,MR1,A4956,China,3:57:37,3:54:02,1:07:06,2:05:22,2:52:35
424,399,424,MR1,A0145,Hong Kong SAR,3:57:40,3:57:34,0:51:26,1:46:58,2:33:08
425,400,425,MR1,A8036,Hong Kong SAR,3:57:41,3:56:30,0:53:40,1:53:09,2:41:40
426,26,426,MR1,A8131,Hong Kong SAR,3:57:46,3:57:41,0:55:04,1:55:51,2:45:43
427,401,427,MR1,A8135,Hong Kong SAR,3:57:46,3:57:41,0:55:04,1:56:28,2:45:43
428,402,428,MR1,A5546,Singapore,3:57:48,3:57:42,0:51:07,1:51:34,2:41:09
429,403,429,MR1,A2683,Japan,3:57:50,3:50:46,1:03:52,2:01:42,2:49:22
430,404,430,MR1,A6636,Macao SAR,3:57:52,3:54:01,1:01:49,1:59:31,2:46:52
431,405,431,MR1,A5792,China,3:57:54,3:53:08,1:04:40,2:02:42,2:49:50
432,406,432,MR1,A9142,China,3:57:56,3:56:14,0:55:03,1:52:06,2:39:00
433,407,433,MR1,A6512,Hong Kong SAR,3:58:00,3:57:16,0:58:44,1:59:40,2:49:23
434,408,434,MR1,A0986,Japan,3:58:00,3:56:32,0:56:41,1:58:29,2:47:47
435,27,435,MR1,A0435,Hong Kong SAR,3:58:01,3:57:22,0:55:38,1:56:46,2:45:52
436,409,436,MR1,A4161,Hong Kong SAR,3:58:01,3:57:44,0:52:58,1:52:47,2:43:26
437,410,437,MR1,A7403,Hong Kong SAR,3:58:01,3:54:59,0:57:25,1:55:22,2:42:30
438,411,438,MR1,A7798,China,3:58:02,3:57:29,0:52:37,1:51:17,2:40:03
439,412,439,MR1,A0681,France,3:58:04,3:56:48,0:53:14,1:50:30,2:38:15
440,413,440,MR1,A6930,China,3:58:05,3:57:47,0:55:59,1:57:22,2:46:12
441,414,441,MR1,A7900,Hong Kong SAR,3:58:06,3:53:16,1:01:17,2:00:00,2:48:21
442,415,442,MR1,A7117,China,3:58:07,3:56:14,0:52:59,1:53:28,2:41:15
443,416,443,MR1,A7055,China,3:58:07,3:56:12,0:56:49,1:53:26,2:41:14
444,417,444,MR1,A3340,Hong Kong SAR,3:58:08,3:57:54,0:53:44,1:54:57,2:45:45
445,418,445,MR1,A3359,China,3:58:11,3:57:42,0:52:45,1:51:28,2:42:07
446,28,446,MR1,A2901,Hong Kong SAR,3:58:15,3:58:07,0:57:51,1:57:57,2:48:15
447,419,447,MR1,A2913,China,3:58:15,3:55:02,1:00:34,1:57:48,2:43:39
448,420,448,MR1,A5177,China,3:58:15,3:56:53,0:58:25,1:57:49,2:46:59
449,421,449,MR1,A7176,China,3:58:16,3:57:31,0:54:12,1:54:51,2:44:21
450,422,450,MR1,A7649,China,3:58:17,3:58:15,0:51:48,1:51:01,2:45:38
451,423,451,MR1,A2515,China,3:58:19,3:56:22,0:55:17,1:53:27,2:42:02
452,29,452,MR1,A0472,Hong Kong SAR,3:58:20,3:55:55,0:57:22,1:58:10,2:48:11
453,424,453,MR1,A0509,Hong Kong SAR,3:58:20,3:56:41,0:56:29,1:55:47,2:45:04
454,425,454,MR1,A2856,Hong Kong SAR,3:58:22,3:57:24,0:56:35,1:57:07,2:46:45
455,426,455,MR1,A3455,Hong Kong SAR,3:58:24,3:53:38,1:02:12,2:01:11,2:48:50
456,30,456,MR1,A0772,Hong Kong SAR,3:58:25,3:57:57,0:58:38,2:01:20,2:50:20
457,427,457,MR1,A5959,China,3:58:25,3:58:08,0:56:13,1:58:59,2:48:22
458,428,458,MR1,A3787,Philippines,3:58:31,3:53:08,1:02:04,2:02:29,2:51:21
459,31,459,MR1,A5463,Hong Kong SAR,3:58:33,3:57:21,0:54:46,1:53:35,2:42:04
460,429,460,MR1,A2343,Hong Kong SAR,3:58:33,3:55:47,0:59:29,2:00:24,2:49:34
461,430,461,MR1,A4448,Hong Kong SAR,3:58:37,3:58:33,0:54:34,1:56:02,2:46:48
462,431,462,MR1,A1089,Hong Kong SAR,3:58:41,3:50:26,1:05:23,2:01:54,2:48:42
463,432,463,MR1,A0161,China,3:58:43,3:58:34,0:49:42,1:47:17,2:38:35
464,433,464,MR1,A6954,Japan,3:58:44,3:58:11,0:56:42,1:59:05,2:49:45
465,434,465,MR1,A5682,Hong Kong SAR,3:58:46,3:57:56,0:54:20,1:53:03,2:42:24
466,435,466,MR1,A7277,Hong Kong SAR,3:58:48,3:57:08,0:54:56,1:53:57,2:42:07
467,436,467,MR1,A4068,Hong Kong SAR,3:58:51,3:58:45,0:49:31,1:45:38,2:33:29
468,437,468,MR1,A6301,Hong Kong SAR,3:58:53,3:57:28,0:56:46,1:57:33,2:46:21
469,438,469,MR1,A6124,Hong Kong SAR,3:58:53,3:55:28,0:59:40,1:58:42,2:46:10
470,439,470,MR1,A1429,Hong Kong SAR,3:58:54,3:57:07,0:53:02,1:51:56,2:43:03
471,32,471,MR1,A5313,Hong Kong SAR,3:59:07,3:57:58,0:54:31,1:53:47,2:42:37
472,440,472,MR1,A1552,Hong Kong SAR,3:59:09,3:57:38,0:57:52,1:57:07,2:45:14
473,441,473,MR1,A3427,France,3:59:11,3:57:40,0:59:39,2:00:10,2:49:02
474,442,474,MR1,A4943,China,3:59:14,3:59:10,0:52:35,1:51:45,2:40:16
475,443,475,MR1,A0798,Hong Kong SAR,3:59:15,3:59:09,0:52:23,1:52:43,2:42:34
476,444,476,MR1,A4553,Australia,3:59:21,3:58:44,0:56:34,1:57:09,2:46:38
477,445,477,MR1,A7085,Hong Kong SAR,3:59:22,3:57:04,0:53:52,1:51:43,2:41:23
478,446,478,MR1,A4234,China,3:59:26,3:57:43,0:54:36,1:52:06,2:40:22
479,447,479,MR1,A6491,China,3:59:27,3:57:44,0:57:20,1:56:59,2:45:36
480,448,480,MR1,A2576,Hong Kong SAR,3:59:28,3:59:26,0:52:55,1:54:37,2:44:58
481,449,481,MR1,A8640,China,3:59:29,3:58:40,0:55:59,1:56:57,2:46:48
482,450,482,MR1,A3084,China,3:59:32,3:58:59,0:58:26,2:01:01,2:49:13
483,451,483,MR1,A1851,Malaysia,3:59:35,3:58:52,0:55:16,,2:44:58
484,452,484,MR1,A5448,China,3:59:35,3:58:42,1:04:51,2:07:04,2:51:07
485,453,485,MR1,A4193,Philippines,3:59:36,3:58:57,0:52:07,1:50:29,2:43:57
486,454,486,MR1,A0357,United Kingdom,3:59:37,3:59:30,0:53:34,1:53:17,2:42:57
487,455,487,MR1,A0903,Hong Kong SAR,3:59:40,3:57:42,0:57:55,1:51:48,2:37:59
488,456,488,MR1,A3382,Hong Kong SAR,3:59:48,3:57:02,0:57:37,1:57:48,2:47:28
489,457,489,MR1,A7214,China,3:59:48,3:59:00,0:54:19,1:52:24,2:42:03
490,33,490,MR1,A1671,China,3:59:49,3:57:19,0:57:24,1:51:44,2:38:28
491,458,491,MR1,A2071,Hong Kong SAR,3:59:51,3:58:48,0:56:34,1:57:18,2:47:24
492,34,492,MR1,A4369,Hong Kong SAR,3:59:52,3:58:53,0:56:25,1:57:38,2:46:59
493,459,493,MR1,A6113,Hong Kong SAR,3:59:55,3:59:37,0:54:58,1:54:58,2:44:49
494,35,494,MR1,A8046,Hong Kong SAR,3:59:56,3:56:29,1:00:19,1:59:21,2:47:47
495,460,495,MR1,A6740,Hong Kong SAR,3:59:58,3:59:52,0:56:24,1:58:37,2:47:43
496,461,496,MR1,A5036,China,4:00:00,3:58:53,0:57:29,1:57:15,2:46:39
497,462,497,MR1,A8272,China,4:00:02,3:56:32,0:58:26,1:55:23,2:42:45
498,463,498,MR1,A2134,China,4:00:02,3:50:02,1:03:42,1:59:53,2:47:52
499,464,499,MR1,A1540,Hong Kong SAR,4:00:06,3:58:37,0:56:39,1:57:47,2:46:53
500,36,500,MR1,A0578,China,4:00:07,3:56:22,1:03:37,2:03:03,2:50:31
501,465,501,MR1,A3654,Hong Kong SAR,4:00:09,3:55:24,0:57:51,1:54:33,2:41:36
502,466,502,MR1,A1121,Hong Kong SAR,4:00:11,3:58:43,0:55:24,1:54:10,2:42:52
503,467,503,MR1,A1253,Hong Kong SAR,4:00:12,3:54:52,1:10:35,2:11:09,2:56:43
504,468,504,MR1,A7080,Hong Kong SAR,4:00:13,4:00:10,0:51:47,1:51:33,2:43:16
505,37,505,MR1,A6908,Hong Kong SAR,4:00:13,3:55:16,1:01:23,2:01:25,2:50:48
506,469,506,MR1,A3057,Hong Kong SAR,4:00:15,3:58:38,1:01:06,2:01:52,2:50:31
507,470,507,MR1,A2478,Hong Kong SAR,4:00:16,3:54:09,1:02:57,2:02:13,2:50:37
508,471,508,MR1,A6154,Hong Kong SAR,4:00:21,3:58:15,0:57:05,1:58:12,2:46:42
509,38,509,MR1,A4531,China,4:00:21,3:57:54,1:00:26,2:02:05,2:51:06
510,472,510,MR1,A3202,China,4:00:21,3:59:29,0:56:45,1:56:01,2:47:02
511,473,511,MR1,A0861,Hong Kong SAR,4:00:22,3:58:21,0:59:42,1:59:59,2:52:18
512,474,512,MR1,A1117,China,4:00:24,3:59:28,0:57:26,1:57:41,2:46:56
513,475,513,MR1,A3681,Singapore,4:00:25,3:58:27,0:55:59,1:54:34,2:39:08
514,476,514,MR1,A8968,China,4:00:25,4:00:16,0:53:19,1:53:38,2:44:05
515,477,515,MR1,A5324,Hong Kong SAR,4:00:26,3:59:26,0:53:51,1:54:44,2:45:05
516,478,516,MR1,A6862,China,4:00:26,3:59:50,0:52:47,1:53:40,2:45:58
517,479,517,MR1,A8902,China,4:00:28,3:59:26,1:03:58,2:02:39,2:52:10
518,480,518,MR1,A4796,Hong Kong SAR,4:00:28,3:58:47,0:57:23,1:58:05,2:47:51
519,481,519,MR1,A7471,Hong Kong SAR,4:00:28,3:56:33,1:01:03,1:58:31,2:46:16
520,482,520,MR1,A1768,Japan,4:00:30,3:57:15,0:57:34,1:56:39,2:46:38
521,483,521,MR1,A5015,Hong Kong SAR,4:00:31,4:00:20,0:54:28,1:57:12,2:48:28
522,484,522,MR1,A2701,Hong Kong SAR,4:00:35,3:59:46,0:57:14,1:59:13,2:49:11
523,485,523,MR1,A0149,United States,4:00:36,3:57:26,1:05:40,2:05:06,2:53:37
524,486,524,MR1,A3292,Hong Kong SAR,4:00:42,3:58:25,0:58:47,1:58:58,2:48:59
525,487,525,MR1,A8002,China,4:00:43,4:00:39,0:54:11,1:54:30,2:44:05
526,488,526,MR1,A6889,Hong Kong SAR,4:00:43,3:57:48,1:00:50,1:58:43,2:47:44
527,489,527,MR1,A1799,Hong Kong SAR,4:00:44,3:59:49,1:00:33,2:00:55,2:49:26
528,490,528,MR1,A2892,Hong Kong SAR,4:00:45,3:57:05,0:59:54,2:01:14,2:50:22
529,491,529,MR1,A4405,China,4:00:49,4:00:25,0:55:54,1:58:11,2:49:11
530,492,530,MR1,A9190,China,4:00:50,4:00:06,0:56:44,1:57:49,2:48:02
531,493,531,MR1,A8215,China,4:00:53,4:00:07,0:55:22,1:55:35,2:45:46
532,494,532,MR1,A6474,China,4:00:54,3:59:28,0:54:57,1:52:36,2:42:20
533,495,533,MR1,A2286,Hong Kong SAR,4:00:55,4:00:40,0:55:49,1:59:45,2:51:24
534,496,534,MR1,A7721,Hong Kong SAR,4:00:58,3:56:03,1:02:07,1:59:20,2:47:54
535,497,535,MR1,A7244,Hong Kong SAR,4:00:59,3:58:08,1:00:56,1:59:47,2:47:22
536,498,536,MR1,A2247,Hong Kong SAR,4:01:09,3:56:36,1:00:58,1:58:52,2:46:55
537,499,537,MR1,A3869,Japan,4:01:12,4:00:56,0:52:53,1:52:16,2:42:47
538,500,538,MR1,A7828,Hong Kong SAR,4:01:14,3:59:13,0:56:29,1:57:28,2:46:33
539,501,539,MR1,A0897,Hong Kong SAR,4:01:16,4:00:24,0:53:23,1:53:41,2:43:21
540,39,540,MR1,A0936,Norway,4:01:18,3:56:18,0:58:52,1:58:04,2:47:56
541,502,541,MR1,A4065,United Kingdom,4:01:19,3:56:21,1:00:03,1:57:29,2:45:24
542,503,542,MR1,A3385,Hong Kong SAR,4:01:21,4:00:18,0:57:51,1:57:44,2:45:11
543,504,543,MR1,A2746,Japan,4:01:21,3:56:34,1:07:09,2:08:38,2:56:41
544,505,544,MR1,A7190,Hong Kong SAR,4:01:23,3:58:45,1:02:55,2:02:30,2:50:43
545,506,545,MR1,A7744,Macao SAR,4:01:23,3:54:55,1:04:15,2:03:44,2:52:06
546,507,546,MR1,A6532,Hong Kong SAR,4:01:25,3:59:24,1:00:51,2:00:01,2:49:56
547,508,547,MR1,A6049,Hong Kong SAR,4:01:26,3:58:55,0:56:27,1:54:58,2:44:23
